taxon_unit_rtu,taxon_unit_species,taxon_unit_genus,taxon_unit_family,taxo_level,species_key,binomial,genus,family,order,class,valid_name,name
species:cdnom:458766,species:cdnom:458766,genus:Mermessus,family:Linyphiidae,species,cdnom:458766,Mermessus trilobatus,Mermessus,Linyphiidae,Araneae,Arachnida,"Mermessus trilobatus (Emerton, 1882)",Mermessus trilobatus
species:cdnom:233876,species:cdnom:233876,genus:Hogna,family:Lycosidae,species,cdnom:233876,Hogna radiata,Hogna,Lycosidae,Araneae,Arachnida,"Hogna radiata (Latreille, 1817)",Hogna radiata
species:cdnom:233426,species:cdnom:233426,genus:Zelotes,family:Gphosidae,species,cdnom:233426,Zelotes tenuis,Zelotes,Gphosidae,Araneae,Arachnida,"Zelotes tenuis (L. Koch, 1866)",Zelotes tenuis
species:cdnom:234053,species:cdnom:234053,genus:Talavera,family:Salticidae,species,cdnom:234053,Talavera aequipes,Talavera,Salticidae,Araneae,Arachnida,"Talavera aequipes (O. Pickard-Cambridge, 1871)",Talavera aequipes
genus:Episinus,NA,genus:Episinus,family:Theridiidae,genus,NA,NA,Episinus,Theridiidae,Araneae,Arachnida,"Episinus Latreille, 1809",Episinus
species:cdnom:1065,species:cdnom:1065,genus:Amaurobius,family:Amaurobiidae,species,cdnom:1065,Amaurobius erberi,Amaurobius,Amaurobiidae,Araneae,Arachnida,"Amaurobius erberi (Keyserling, 1863)",Amaurobius erberi
species:cdnom:1640,species:cdnom:1640,genus:Xysticus,family:Thomisidae,species,cdnom:1640,Xysticus cristatus,Xysticus,Thomisidae,Araneae,Arachnida,"Xysticus cristatus (Clerck, 1758)",Xysticus cristatus
species:cdnom:234176,species:cdnom:234176,genus:Xysticus,family:Thomisidae,species,cdnom:234176,Xysticus kempeleni,Xysticus,Thomisidae,Araneae,Arachnida,"Xysticus kempeleni Thorell, 1872",Xysticus kempeleni
species:cdnom:1174,species:cdnom:1174,genus:Drassodes,family:Gphosidae,species,cdnom:1174,Drassodes lapidosus,Drassodes,Gphosidae,Araneae,Arachnida,"Drassodes lapidosus (Walckenaer, 1802)",Drassodes lapidosus
species:cdnom:921,species:cdnom:921,genus:Xerolycosa,family:Lycosidae,species,cdnom:921,Xerolycosa nemoralis,Xerolycosa,Lycosidae,Araneae,Arachnida,"Xerolycosa nemoralis (Westring, 1861)",Xerolycosa nemoralis
family:Hahniidae,NA,NA,family:Hahniidae,family,NA,NA,NA,Hahniidae,Araneae,Arachnida,"Hahniidae Bertkau, 1878",Hahniidae
species:cdnom:233665,species:cdnom:233665,genus:Micrargus,family:Linyphiidae,species,cdnom:233665,Micrargus subaequalis,Micrargus,Linyphiidae,Araneae,Arachnida,"Micrargus subaequalis (Westring, 1851)",Micrargus subaequalis
species:cdnom:234026,species:cdnom:234026,genus:Pseudeuophrys,family:Salticidae,species,cdnom:234026,Pseudeuophrys erratica,Pseudeuophrys,Salticidae,Araneae,Arachnida,"Pseudeuophrys erratica (Walckenaer, 1826)",Pseudeuophrys erratica
genus:Drassodes,NA,genus:Drassodes,family:Gphosidae,genus,NA,NA,Drassodes,Gphosidae,Araneae,Arachnida,"Drassodes Westring, 1851",Drassodes
species:cdnom:302882,species:cdnom:302882,genus:Haplodrassus,family:Gphosidae,species,cdnom:302882,Haplodrassus minor,Haplodrassus,Gphosidae,Araneae,Arachnida,"Haplodrassus minor (O. Pickard-Cambridge, 1879)",Haplodrassus minor
species:cdnom:457346,species:cdnom:457346,genus:Trochosa,family:Lycosidae,species,cdnom:457346,Trochosa robusta,Trochosa,Lycosidae,Araneae,Arachnida,"Trochosa robusta (Simon, 1876)",Trochosa robusta
species:cdnom:1930,species:cdnom:1930,genus:Pardosa,family:Lycosidae,species,cdnom:1930,Pardosa lugubris,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa lugubris (Walckenaer, 1802)",Pardosa lugubris
species:cdnom:233572,species:cdnom:233572,genus:Glyphesis,family:Linyphiidae,species,cdnom:233572,Glyphesis servulus,Glyphesis,Linyphiidae,Araneae,Arachnida,"Glyphesis servulus (Simon, 1881)",Glyphesis servulus
species:cdnom:1923,species:cdnom:1923,genus:Pardosa,family:Lycosidae,species,cdnom:1923,Pardosa amentata,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa amentata (Clerck, 1758)",Pardosa amentata
species:cdnom:303203,species:cdnom:303203,genus:Collinsia,family:Linyphiidae,species,cdnom:303203,Collinsia inerrans,Collinsia,Linyphiidae,Araneae,Arachnida,"Collinsia inerrans (O. Pickard-Cambridge, 1885)",Collinsia inerrans
species:cdnom:234119,species:cdnom:234119,genus:Steatoda,family:Theridiidae,species,cdnom:234119,Steatoda albomaculata,Steatoda,Theridiidae,Araneae,Arachnida,"Steatoda albomaculata (De Geer, 1778)",Steatoda albomaculata
species:cdnom:233570,species:cdnom:233570,genus:Erigonoplus,family:Linyphiidae,species,cdnom:233570,Erigonoplus turriger,Erigonoplus,Linyphiidae,Araneae,Arachnida,"Erigonoplus turriger (Simon, 1881)",Erigonoplus turriger
species:cdnom:1207,species:cdnom:1207,genus:Zelotes,family:Gphosidae,species,cdnom:1207,Zelotes petrensis,Zelotes,Gphosidae,Araneae,Arachnida,"Zelotes petrensis (C.L. Koch, 1839)",Zelotes petrensis
species:cdnom:719974,species:cdnom:719974,genus:Eratigena,family:Agelenidae,species,cdnom:719974,Eratigena fuesslini,Eratigena,Agelenidae,Araneae,Arachnida,"Eratigena fuesslini (Pavesi, 1873)",Eratigena fuesslini
species:cdnom:193079,species:cdnom:193079,NA,family:Gphosidae,species,cdnom:193079,NA,NA,Gphosidae,Araneae,Arachnida,"Haplodrassus Chamberlin, 1922",Haplodrassus
genus:Xysticus,NA,genus:Xysticus,family:Thomisidae,genus,NA,NA,Xysticus,Thomisidae,Araneae,Arachnida,"Xysticus C.L. Koch, 1835",Xysticus
species:cdnom:233802,species:cdnom:233802,genus:Trichoncus,family:Linyphiidae,species,cdnom:233802,Trichoncus sordidus,Trichoncus,Linyphiidae,Araneae,Arachnida,"Trichoncus sordidus Simon, 1884",Trichoncus sordidus
species:cdnom:234094,species:cdnom:234094,genus:Enoplognatha,family:Theridiidae,species,cdnom:234094,Enoplognatha gemina,Enoplognatha,Theridiidae,Araneae,Arachnida,"Enoplognatha gemina Bosmans & Van Keer, 1999",Enoplognatha gemina
species:cdnom:1440,species:cdnom:1440,genus:Trichoncus,family:Linyphiidae,species,cdnom:1440,Trichoncus saxicola,Trichoncus,Linyphiidae,Araneae,Arachnida,"Trichoncus saxicola (O. Pickard-Cambridge, 1861)",Trichoncus saxicola
species:cdnom:1660,species:cdnom:1660,genus:Xysticus,family:Thomisidae,species,cdnom:1660,Xysticus acerbus,Xysticus,Thomisidae,Araneae,Arachnida,"Xysticus acerbus Thorell, 1872",Xysticus acerbus
family:Dictynidae,NA,NA,family:Dictynidae,family,NA,NA,NA,Dictynidae,Araneae,Arachnida,"Dictynidae O. Pickard-Cambridge, 1871",Dictynidae
species:cdnom:806890,species:cdnom:806890,genus:Agyneta,family:Linyphiidae,species,cdnom:806890,Agyneta simplicitarsis,Agyneta,Linyphiidae,Araneae,Arachnida,"Agyneta simplicitarsis (Simon, 1884)",Agyneta simplicitarsis
species:cdnom:1896,species:cdnom:1896,genus:Alopecosa,family:Lycosidae,species,cdnom:1896,Alopecosa cuneata,Alopecosa,Lycosidae,Araneae,Arachnida,"Alopecosa cuneata (Clerck, 1758)",Alopecosa cuneata
species:cdnom:906427,species:cdnom:906427,genus:Piratula,family:Lycosidae,species,cdnom:906427,Piratula uliginosa,Piratula,Lycosidae,Araneae,Arachnida,"Piratula uliginosa (Thorell, 1856)",Piratula uliginosa
family:Theridiidae,NA,NA,family:Theridiidae,family,NA,NA,NA,Theridiidae,Araneae,Arachnida,"Theridiidae Sundevall, 1833",Theridiidae
species:cdnom:233741,species:cdnom:233741,genus:Porrhomma,family:Linyphiidae,species,cdnom:233741,Porrhomma microphthalmum,Porrhomma,Linyphiidae,Araneae,Arachnida,"Porrhomma microphthalmum (O. Pickard-Cambridge, 1871)",Porrhomma microphthalmum
species:cdnom:233491,species:cdnom:233491,genus:Centromerus,family:Linyphiidae,species,cdnom:233491,Centromerus capucinus,Centromerus,Linyphiidae,Araneae,Arachnida,"Centromerus capucinus (Simon, 1884)",Centromerus capucinus
species:cdnom:233879,species:cdnom:233879,genus:Pardosa,family:Lycosidae,species,cdnom:233879,Pardosa bifasciata,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa bifasciata (C.L. Koch, 1834)",Pardosa bifasciata
species:cdnom:1492,species:cdnom:1492,genus:Tapinocyba,family:Linyphiidae,species,cdnom:1492,Tapinocyba praecox,Tapinocyba,Linyphiidae,Araneae,Arachnida,"Tapinocyba praecox (O. Pickard-Cambridge, 1873)",Tapinocyba praecox
species:cdnom:1899,species:cdnom:1899,genus:Alopecosa,family:Lycosidae,species,cdnom:1899,Alopecosa striatipes,Alopecosa,Lycosidae,Araneae,Arachnida,"Alopecosa striatipes (C.L. Koch, 1839)",Alopecosa striatipes
species:cdnom:234156,species:cdnom:234156,genus:Ozyptila,family:Thomisidae,species,cdnom:234156,Ozyptila claveata,Ozyptila,Thomisidae,Araneae,Arachnida,"Ozyptila claveata (Walckenaer, 1837)",Ozyptila claveata
family:Thomisidae,NA,NA,family:Thomisidae,family,NA,NA,NA,Thomisidae,Araneae,Arachnida,"Thomisidae Sundevall, 1833",Thomisidae
genus:Agyneta,NA,genus:Agyneta,family:Linyphiidae,genus,NA,NA,Agyneta,Linyphiidae,Araneae,Arachnida,"Agyneta Hull, 1911",Agyneta
genus:Alopecosa,NA,genus:Alopecosa,family:Lycosidae,genus,NA,NA,Alopecosa,Lycosidae,Araneae,Arachnida,"Alopecosa Simon, 1885",Alopecosa
species:cdnom:304684,species:cdnom:304684,genus:Theridion,family:Theridiidae,species,cdnom:304684,Theridion uhligi,Theridion,Theridiidae,Araneae,Arachnida,"Theridion uhligi Martin, 1974",Theridion uhligi
species:cdnom:457386,species:cdnom:457386,genus:Thanatus,family:Philodromidae,species,cdnom:457386,Thanatus arenarius,Thanatus,Philodromidae,Araneae,Arachnida,"Thanatus arenarius L. Koch in Thorell, 1872",Thanatus arenarius
genus:Walckenaeria,NA,genus:Walckenaeria,family:Linyphiidae,genus,NA,NA,Walckenaeria,Linyphiidae,Araneae,Arachnida,"Walckenaeria Blackwall, 1833",Walckenaeria
species:cdnom:2015,species:cdnom:2015,genus:Phlegra,family:Salticidae,species,cdnom:2015,Phlegra fasciata,Phlegra,Salticidae,Araneae,Arachnida,"Phlegra fasciata (Hahn, 1826)",Phlegra fasciata
species:cdnom:233427,species:cdnom:233427,genus:Zelotes,family:Gphosidae,species,cdnom:233427,Zelotes thorelli,Zelotes,Gphosidae,Araneae,Arachnida,"Zelotes thorelli Simon, 1914",Zelotes thorelli
species:cdnom:233246,species:cdnom:233246,genus:Liophrurillus,family:Phrurolithidae,species,cdnom:233246,Liophrurillus flavitarsis,Liophrurillus,Phrurolithidae,Araneae,Arachnida,"Liophrurillus flavitarsis (Lucas, 1846)",Liophrurillus flavitarsis
species:cdnom:233281,species:cdnom:233281,genus:Harpactea,family:Dysderidae,species,cdnom:233281,Harpactea arguta,Harpactea,Dysderidae,Araneae,Arachnida,"Harpactea arguta (Simon, 1907)",Harpactea arguta
species:cdnom:233782,species:cdnom:233782,genus:Tenuiphantes,family:Linyphiidae,species,cdnom:233782,Tenuiphantes herbicola,Tenuiphantes,Linyphiidae,Araneae,Arachnida,"Tenuiphantes herbicola (Simon, 1884)",Tenuiphantes herbicola
species:cdnom:233713,species:cdnom:233713,genus:Panamomops,family:Linyphiidae,species,cdnom:233713,Panamomops sulcifrons,Panamomops,Linyphiidae,Araneae,Arachnida,"Panamomops sulcifrons (Wider, 1834)",Panamomops sulcifrons
species:cdnom:1882,species:cdnom:1882,genus:Pisaura,family:Pisauridae,species,cdnom:1882,Pisaura mirabilis,Pisaura,Pisauridae,Araneae,Arachnida,"Pisaura mirabilis (Clerck, 1758)",Pisaura mirabilis
species:cdnom:233885,species:cdnom:233885,genus:Pardosa,family:Lycosidae,species,cdnom:233885,Pardosa paludicola,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa paludicola (Clerck, 1758)",Pardosa paludicola
genus:Clubiona,NA,genus:Clubiona,family:Clubionidae,genus,NA,NA,Clubiona,Clubionidae,Araneae,Arachnida,"Clubiona Latreille, 1804",Clubiona
species:cdnom:233827,species:cdnom:233827,genus:Walckenaeria,family:Linyphiidae,species,cdnom:233827,Walckenaeria acuminata,Walckenaeria,Linyphiidae,Araneae,Arachnida,"Walckenaeria acuminata Blackwall, 1833",Walckenaeria acuminata
species:cdnom:1777,species:cdnom:1777,genus:Agroeca,family:Liocranidae,species,cdnom:1777,Agroeca inopina,Agroeca,Liocranidae,Araneae,Arachnida,"Agroeca inopina O. Pickard-Cambridge, 1886",Agroeca inopina
species:cdnom:1904,species:cdnom:1904,genus:Arctosa,family:Lycosidae,species,cdnom:1904,Arctosa perita,Arctosa,Lycosidae,Araneae,Arachnida,"Arctosa perita (Latreille, 1799)",Arctosa perita
species:cdnom:233831,species:cdnom:233831,genus:Walckenaeria,family:Linyphiidae,species,cdnom:233831,Walckenaeria capito,Walckenaeria,Linyphiidae,Araneae,Arachnida,"Walckenaeria capito (Westring, 1861)",Walckenaeria capito
species:cdnom:1002034,species:cdnom:1002034,genus:Marinarozelotes,family:Gphosidae,species,cdnom:1002034,Marinarozelotes fuscipes,Marinarozelotes,Gphosidae,Araneae,Arachnida,"Marinarozelotes fuscipes (L. Koch, 1866)",Marinarozelotes fuscipes
species:cdnom:233568,species:cdnom:233568,genus:Erigonoplus,family:Linyphiidae,species,cdnom:233568,Erigonoplus justus,Erigonoplus,Linyphiidae,Araneae,Arachnida,"Erigonoplus justus (O. Pickard-Cambridge, 1875)",Erigonoplus justus
genus:Micaria,NA,genus:Micaria,family:Gphosidae,genus,NA,NA,Micaria,Gphosidae,Araneae,Arachnida,"Micaria Westring, 1851",Micaria
species:cdnom:233516,species:cdnom:233516,genus:Dicymbium,family:Linyphiidae,species,cdnom:233516,Dicymbium tibiale,Dicymbium,Linyphiidae,Araneae,Arachnida,"Dicymbium tibiale (Blackwall, 1836)",Dicymbium tibiale
species:cdnom:233750,species:cdnom:233750,genus:Savignia,family:Linyphiidae,species,cdnom:233750,Savignia frontata,Savignia,Linyphiidae,Araneae,Arachnida,"Savignia frontata Blackwall, 1833",Savignia frontata
species:cdnom:1334,species:cdnom:1334,genus:Robertus,family:Theridiidae,species,cdnom:1334,Robertus neglectus,Robertus,Theridiidae,Araneae,Arachnida,"Robertus neglectus (O. Pickard-Cambridge, 1871)",Robertus neglectus
species:cdnom:1709,species:cdnom:1709,genus:Micrommata,family:Sparassidae,species,cdnom:1709,Micrommata virescens,Micrommata,Sparassidae,Araneae,Arachnida,"Micrommata virescens (Clerck, 1758)",Micrommata virescens
species:cdnom:1204,species:cdnom:1204,genus:Zelotes,family:Gphosidae,species,cdnom:1204,Zelotes latreillei,Zelotes,Gphosidae,Araneae,Arachnida,"Zelotes latreillei (Simon, 1878)",Zelotes latreillei
species:cdnom:1933,species:cdnom:1933,genus:Pardosa,family:Lycosidae,species,cdnom:1933,Pardosa nigriceps,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa nigriceps (Thorell, 1856)",Pardosa nigriceps
species:cdnom:1756,species:cdnom:1756,genus:Zora,family:Miturgidae,species,cdnom:1756,Zora parallela,Zora,Miturgidae,Araneae,Arachnida,"Zora parallela Simon, 1878",Zora parallela
species:cdnom:1778,species:cdnom:1778,genus:Agroeca,family:Liocranidae,species,cdnom:1778,Agroeca lusatica,Agroeca,Liocranidae,Araneae,Arachnida,"Agroeca lusatica (L. Koch, 1875)",Agroeca lusatica
species:cdnom:1500,species:cdnom:1500,genus:Sintula,family:Linyphiidae,species,cdnom:1500,Sintula retroversus,Sintula,Linyphiidae,Araneae,Arachnida,"Sintula retroversus (O. Pickard-Cambridge, 1875)",Sintula retroversus
species:cdnom:1647,species:cdnom:1647,genus:Xysticus,family:Thomisidae,species,cdnom:1647,Xysticus erraticus,Xysticus,Thomisidae,Araneae,Arachnida,"Xysticus erraticus (Blackwall, 1834)",Xysticus erraticus
genus:Talavera,NA,genus:Talavera,family:Salticidae,genus,NA,NA,Talavera,Salticidae,Araneae,Arachnida,"Talavera Peckham & Peckham, 1909",Talavera
species:cdnom:1205,species:cdnom:1205,genus:Zelotes,family:Gphosidae,species,cdnom:1205,Zelotes longipes,Zelotes,Gphosidae,Araneae,Arachnida,"Zelotes longipes (L. Koch, 1866)",Zelotes longipes
species:cdnom:233726,species:cdnom:233726,genus:Pelecopsis,family:Linyphiidae,species,cdnom:233726,Pelecopsis radicicola,Pelecopsis,Linyphiidae,Araneae,Arachnida,"Pelecopsis radicicola (L. Koch, 1872)",Pelecopsis radicicola
species:cdnom:233829,species:cdnom:233829,genus:Walckenaeria,family:Linyphiidae,species,cdnom:233829,Walckenaeria antica,Walckenaeria,Linyphiidae,Araneae,Arachnida,"Walckenaeria antica (Wider, 1834)",Walckenaeria antica
species:cdnom:233529,species:cdnom:233529,genus:Diplocephalus,family:Linyphiidae,species,cdnom:233529,Diplocephalus latifrons,Diplocephalus,Linyphiidae,Araneae,Arachnida,"Diplocephalus latifrons (O. Pickard-Cambridge, 1863)",Diplocephalus latifrons
species:cdnom:233844,species:cdnom:233844,genus:Walckenaeria,family:Linyphiidae,species,cdnom:233844,Walckenaeria monoceros,Walckenaeria,Linyphiidae,Araneae,Arachnida,"Walckenaeria monoceros (Wider, 1834)",Walckenaeria monoceros
genus:Centromerus,NA,genus:Centromerus,family:Linyphiidae,genus,NA,NA,Centromerus,Linyphiidae,Araneae,Arachnida,"Centromerus Dahl, 1886",Centromerus
species:cdnom:233894,species:cdnom:233894,genus:Trochosa,family:Lycosidae,species,cdnom:233894,Trochosa hispanica,Trochosa,Lycosidae,Araneae,Arachnida,"Trochosa hispanica Simon, 1870",Trochosa hispanica
species:cdnom:458715,species:cdnom:458715,genus:Panamomops,family:Linyphiidae,species,cdnom:458715,Panamomops mutilus,Panamomops,Linyphiidae,Araneae,Arachnida,"Panamomops mutilus (Denis, 1962)",Panamomops mutilus
species:cdnom:233734,species:cdnom:233734,genus:Pocadicnemis,family:Linyphiidae,species,cdnom:233734,Pocadicnemis juncea,Pocadicnemis,Linyphiidae,Araneae,Arachnida,"Pocadicnemis juncea Locket & Millidge, 1953",Pocadicnemis juncea
genus:Agroeca,NA,genus:Agroeca,family:Liocranidae,genus,NA,NA,Agroeca,Liocranidae,Araneae,Arachnida,"Agroeca Westring, 1861",Agroeca
species:cdnom:902,species:cdnom:902,genus:Ero,family:Mimetidae,species,cdnom:902,Ero furcata,Ero,Mimetidae,Araneae,Arachnida,"Ero furcata (Villers, 1789)",Ero furcata
species:cdnom:233854,species:cdnom:233854,genus:Agraecina,family:Liocranidae,species,cdnom:233854,Agraecina lineata,Agraecina,Liocranidae,Araneae,Arachnida,"Agraecina lineata (Simon, 1878)",Agraecina lineata
genus:Parapelecopsis,NA,genus:Parapelecopsis,family:Linyphiidae,genus,NA,NA,Parapelecopsis,Linyphiidae,Araneae,Arachnida,"Parapelecopsis Wunderlich, 1992",Parapelecopsis
species:cdnom:233401,species:cdnom:233401,genus:Zelotes,family:Gphosidae,species,cdnom:233401,Zelotes fulvopilosus,Zelotes,Gphosidae,Araneae,Arachnida,"Zelotes fulvopilosus (Simon, 1878)",Zelotes fulvopilosus
species:cdnom:1275,species:cdnom:1275,genus:Euryopis,family:Theridiidae,species,cdnom:1275,Euryopis dentigera,Euryopis,Theridiidae,Araneae,Arachnida,"Euryopis dentigera Simon, 1880",Euryopis dentigera
species:cdnom:233607,species:cdnom:233607,genus:Lasiargus,family:Linyphiidae,species,cdnom:233607,Lasiargus hirsutus,Lasiargus,Linyphiidae,Araneae,Arachnida,"Lasiargus hirsutus (Menge, 1869)",Lasiargus hirsutus
species:cdnom:1216,species:cdnom:1216,genus:Poecilochroa,family:Gphosidae,species,cdnom:1216,Poecilochroa variana,Poecilochroa,Gphosidae,Araneae,Arachnida,"Poecilochroa variana (C.L. Koch, 1839)",Poecilochroa variana
genus:Asagena,NA,genus:Asagena,family:Theridiidae,genus,NA,NA,Asagena,Theridiidae,Araneae,Arachnida,"Asagena Sundevall, 1833",Asagena
species:cdnom:1176,species:cdnom:1176,genus:Drassodes,family:Gphosidae,species,cdnom:1176,Drassodes pubescens,Drassodes,Gphosidae,Araneae,Arachnida,"Drassodes pubescens (Thorell, 1856)",Drassodes pubescens
genus:Eresus,NA,genus:Eresus,family:Eresidae,genus,NA,NA,Eresus,Eresidae,Araneae,Arachnida,"Eresus C. L. Koch, 1845",Eresus
genus:Metopobactrus,NA,genus:Metopobactrus,family:Linyphiidae,genus,NA,NA,Metopobactrus,Linyphiidae,Araneae,Arachnida,"Metopobactrus Simon, 1884",Metopobactrus
species:cdnom:1417,species:cdnom:1417,genus:Microlinyphia,family:Linyphiidae,species,cdnom:1417,Microlinyphia pusilla,Microlinyphia,Linyphiidae,Araneae,Arachnida,"Microlinyphia pusilla (Sundevall, 1830)",Microlinyphia pusilla
family:Salticidae,NA,NA,family:Salticidae,family,NA,NA,NA,Salticidae,Araneae,Arachnida,"Salticidae Blackwall, 1841",Salticidae
species:cdnom:233425,species:cdnom:233425,genus:Zelotes,family:Gphosidae,species,cdnom:233425,Zelotes talpinus,Zelotes,Gphosidae,Araneae,Arachnida,"Zelotes talpinus (L. Koch, 1872)",Zelotes talpinus
species:cdnom:233524,species:cdnom:233524,genus:Diplocephalus,family:Linyphiidae,species,cdnom:233524,Diplocephalus cristatus,Diplocephalus,Linyphiidae,Araneae,Arachnida,"Diplocephalus cristatus (Blackwall, 1833)",Diplocephalus cristatus
genus:Hahnia,NA,genus:Hahnia,family:Hahniidae,genus,NA,NA,Hahnia,Hahniidae,Araneae,Arachnida,"Hahnia C. L. Koch, 1841",Hahnia
species:cdnom:1264,species:cdnom:1264,genus:Episinus,family:Theridiidae,species,cdnom:1264,Episinus angulatus,Episinus,Theridiidae,Araneae,Arachnida,"Episinus angulatus (Blackwall, 1836)",Episinus angulatus
genus:Robertus,NA,genus:Robertus,family:Theridiidae,genus,NA,NA,Robertus,Theridiidae,Araneae,Arachnida,"Robertus O. P.-Cambridge, 1879",Robertus
species:cdnom:1726,species:cdnom:1726,genus:Clubiona,family:Clubionidae,species,cdnom:1726,Clubiona terrestris,Clubiona,Clubionidae,Araneae,Arachnida,"Clubiona terrestris Westring, 1851",Clubiona terrestris
species:cdnom:233285,species:cdnom:233285,genus:Harpactea,family:Dysderidae,species,cdnom:233285,Harpactea lepida,Harpactea,Dysderidae,Araneae,Arachnida,"Harpactea lepida (C.L. Koch, 1838)",Harpactea lepida
species:cdnom:233571,species:cdnom:233571,genus:Evansia,family:Linyphiidae,species,cdnom:233571,Evansia merens,Evansia,Linyphiidae,Araneae,Arachnida,"Evansia merens O. Pickard-Cambridge, 1901",Evansia merens
species:cdnom:1336,species:cdnom:1336,genus:Robertus,family:Theridiidae,species,cdnom:1336,Robertus arundineti,Robertus,Theridiidae,Araneae,Arachnida,"Robertus arundineti (O. Pickard-Cambridge, 1871)",Robertus arundineti
species:cdnom:233763,species:cdnom:233763,genus:Styloctetor,family:Linyphiidae,species,cdnom:233763,Styloctetor romanus,Styloctetor,Linyphiidae,Araneae,Arachnida,"Styloctetor romanus (O. Pickard-Cambridge, 1873)",Styloctetor romanus
species:cdnom:836053,species:cdnom:836053,genus:Styloctetor,family:Linyphiidae,species,cdnom:836053,Styloctetor compar,Styloctetor,Linyphiidae,Araneae,Arachnida,"Styloctetor compar (Westring, 1861)",Styloctetor compar
species:cdnom:233821,species:cdnom:233821,genus:Troxochrus,family:Linyphiidae,species,cdnom:233821,Troxochrus scabriculus,Troxochrus,Linyphiidae,Araneae,Arachnida,"Troxochrus scabriculus (Westring, 1851)",Troxochrus scabriculus
species:cdnom:233856,species:cdnom:233856,genus:Apostenus,family:Liocranidae,species,cdnom:233856,Apostenus fuscus,Apostenus,Liocranidae,Araneae,Arachnida,"Apostenus fuscus Westring, 1851",Apostenus fuscus
species:cdnom:1182,species:cdnom:1182,genus:Haplodrassus,family:Gphosidae,species,cdnom:1182,Haplodrassus silvestris,Haplodrassus,Gphosidae,Araneae,Arachnida,"Haplodrassus silvestris (Blackwall, 1833)",Haplodrassus silvestris
species:cdnom:1874,species:cdnom:1874,genus:Hahnia,family:Hahniidae,species,cdnom:1874,Hahnia pusilla,Hahnia,Hahniidae,Araneae,Arachnida,"Hahnia pusilla C.L. Koch, 1841",Hahnia pusilla
species:cdnom:233317,species:cdnom:233317,genus:Drassyllus,family:Gphosidae,species,cdnom:233317,Drassyllus lutetianus,Drassyllus,Gphosidae,Araneae,Arachnida,"Drassyllus lutetianus (L. Koch, 1866)",Drassyllus lutetianus
species:cdnom:1753,species:cdnom:1753,genus:Zora,family:Miturgidae,species,cdnom:1753,Zora spinimana,Zora,Miturgidae,Araneae,Arachnida,"Zora spinimana (Sundevall, 1833)",Zora spinimana
species:cdnom:233639,species:cdnom:233639,genus:Maso,family:Linyphiidae,species,cdnom:233639,Maso sundevalli,Maso,Linyphiidae,Araneae,Arachnida,"Maso sundevalli (Westring, 1851)",Maso sundevalli
species:cdnom:2092,species:cdnom:2092,genus:Heliophanus,family:Salticidae,species,cdnom:2092,Heliophanus flavipes,Heliophanus,Salticidae,Araneae,Arachnida,"Heliophanus flavipes (Hahn, 1832)",Heliophanus flavipes
species:cdnom:778564,species:cdnom:778564,genus:Inermocoelotes,family:Agelenidae,species,cdnom:778564,Inermocoelotes inermis,Inermocoelotes,Agelenidae,Araneae,Arachnida,"Inermocoelotes inermis (L. Koch, 1855)",Inermocoelotes inermis
species:cdnom:721833,species:cdnom:721833,genus:Mermessus,family:Linyphiidae,species,cdnom:721833,Mermessus denticulatus,Mermessus,Linyphiidae,Araneae,Arachnida,"Mermessus denticulatus (Banks, 1898)",Mermessus denticulatus
species:cdnom:1166,species:cdnom:1166,genus:Segestria,family:Segestriidae,species,cdnom:1166,Segestria bavarica,Segestria,Segestriidae,Araneae,Arachnida,"Segestria bavarica C.L. Koch, 1843",Segestria bavarica
species:cdnom:303987,species:cdnom:303987,genus:Pardosa,family:Lycosidae,species,cdnom:303987,Pardosa oreophila,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa oreophila Simon, 1937",Pardosa oreophila
genus:Thanatus,NA,genus:Thanatus,family:Philodromidae,genus,NA,NA,Thanatus,Philodromidae,Araneae,Arachnida,"Thanatus C.L. Koch, 1837",Thanatus
species:cdnom:233349,species:cdnom:233349,genus:Micaria,family:Gphosidae,species,cdnom:233349,Micaria aenea,Micaria,Gphosidae,Araneae,Arachnida,"Micaria aenea Thorell, 1871",Micaria aenea
species:cdnom:458721,species:cdnom:458721,genus:Pardosa,family:Lycosidae,species,cdnom:458721,Pardosa pyrenaica,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa pyrenaica Kronestedt, 2007",Pardosa pyrenaica
species:cdnom:1928,species:cdnom:1928,genus:Pardosa,family:Lycosidae,species,cdnom:1928,Pardosa monticola,Pardosa,Lycosidae,Araneae,Arachnida,"Pardosa monticola (Clerck, 1758)",Pardosa monticola
species:cdnom:233360,species:cdnom:233360,genus:Nomisia,family:Gphosidae,species,cdnom:233360,Nomisia exornata,Nomisia,Gphosidae,Araneae,Arachnida,"Nomisia exornata (C.L. Koch, 1839)",Nomisia exornata
